PROCESS_ID,COMPONENT_ID,TRANSACTION_ID,SESSION_ID,EVENT_TIMESTAMP,EVENT_TYPE,DIVISION_ID,GROUP_ID,SUBSCRIBER_ID,SUBSCRIBER_TYPE,DEVICE_ID,PLAN_ID,NOTIFICATION_TYPE,NOTIFICATION_ADDRESS,USAGE,CHARGE_AMOUNT,
PROCESS_1,COMPONENT_2,1483246804098349.56,Gx.1483246804098405,2017/01/01 00:00:04.098349,FAIR_USAGE_POLICY,B25,BUSG_244,0157262965127147,BUS,3704442690,BUS_PLAN_2,EMAIL,0157262965127147@bus-example.com,207618048,19.800,
PROCESS_1,COMPONENT_1,1483246811099882.69,Gx.1483246811099951,2017/01/01 00:00:11.099882,FAIR_USAGE_POLICY,B25,EMPG_581,0094790791845779,EMP,1977711361,BUS_PLAN_2,SMS,1977711361,269484032,0.000,
PROCESS_2,COMPONENT_1,1483246809219205.10,Gx.1483246809219215,2017/01/01 00:00:09.219205,FAIR_USAGE_POLICY,B25,REGG_527,0012917272812726,REG,1649328534,REG_PLAN_1,EMAIL,0012917272812726@reg-example.com,61865984,5.900,
PROCESS_1,COMPONENT_2,1483246805661802.49,Gx.1483246805661851,2017/01/01 00:00:05.661802,FAIR_USAGE_POLICY,B25,EMPG_288,0101230845932645,EMP,4001202026,BUS_PLAN_1,EMAIL,0101230845932645@emp-example.com,15728640,0.000,
PROCESS_1,COMPONENT_2,1483246804810301.15,Gx.1483246804810316,2017/01/01 00:00:04.810301,FAIR_USAGE_POLICY,B25,REGG_561,0068945447573845,REG,2512991786,REG_PLAN_2,EMAIL,0068945447573845@reg-example.com,101711872,9.700,
PROCESS_1,COMPONENT_1,1483246807504829.48,Gx.1483246807504877,2017/01/01 00:00:07.504829,FAIR_USAGE_POLICY,B25,REGG_439,0252612965797122,REG,1465034559,REG_PLAN_1,EMAIL,0252612965797122@reg-example.com,35651584,3.400,
PROCESS_1,COMPONENT_3,1483246806200547.56,Gx.1483246806200603,2017/01/01 00:00:06.200547,FAIR_USAGE_POLICY,B25,REGG_357,0126230800788660,REG,3333134524,REG_PLAN_1,EMAIL,0126230800788660@reg-example.com,14680064,1.400,
PROCESS_1,COMPONENT_2,1483246807977726.01,Gx.1483246807977727,2017/01/01 00:00:07.977726,FAIR_USAGE_POLICY,B25,REGG_462,0068539592795683,REG,0879963973,REG_PLAN_2,EMAIL,0068539592795683@reg-example.com,357564416,34.100,
PROCESS_1,COMPONENT_2,1483246801211935.77,Gx.1483246801212012,2017/01/01 00:00:01.211935,FAIR_USAGE_POLICY,B25,REGG_157,0097567973908996,REG,3832522244,REG_PLAN_1,SMS,3832522244,12582912,1.200,
PROCESS_1,COMPONENT_2,1483246811436014.47,Gx.1483246811436061,2017/01/01 00:00:11.436014,FAIR_USAGE_POLICY,B25,REGG_397,0041617194998303,REG,2689053811,REG_PLAN_1,EMAIL,0041617194998303@reg-example.com,36700160,3.500,
PROCESS_2,COMPONENT_1,1483246810517329.21,Gx.1483246810517350,2017/01/01 00:00:10.517329,FAIR_USAGE_POLICY,B25,REGG_326,0199351947735843,REG,1967014893,REG_PLAN_1,EMAIL,0199351947735843@reg-example.com,5242880,0.500,
PROCESS_2,COMPONENT_2,1483246804999442.93,Gx.1483246804999535,2017/01/01 00:00:04.999442,FAIR_USAGE_POLICY,B25,EMPG_146,0268808365197472,EMP,2172358704,BUS_PLAN_1,SMS,2172358704,48234496,0.000,
PROCESS_1,COMPONENT_2,1483246805638013.20,Gx.1483246805638033,2017/01/01 00:00:05.638013,FAIR_USAGE_POLICY,B25,REGG_432,0023922117011340,REG,1420760225,REG_PLAN_2,EMAIL,0023922117011340@reg-example.com,136314880,13.000,
PROCESS_2,COMPONENT_3,1483246813475341.18,Gx.1483246813475359,2017/01/01 00:00:13.475341,FAIR_USAGE_POLICY,B25,VIPG_392,0097788167531972,VIP,0205414073,BUS_PLAN_2,EMAIL,0097788167531972@vip-example.com,363855872,0.000,
PROCESS_1,COMPONENT_1,1483246809620016.07,Gx.1483246809620023,2017/01/01 00:00:09.620016,FAIR_USAGE_POLICY,B25,REGG_225,0005968254886510,REG,1625229307,REG_PLAN_1,EMAIL,0005968254886510@reg-example.com,103809024,9.900,
PROCESS_1,COMPONENT_1,1483246813448661.49,Gx.1483246813448710,2017/01/01 00:00:13.448661,FAIR_USAGE_POLICY,B25,BUSG_161,0233785763731697,BUS,2815338971,BUS_PLAN_2,SMS,2815338971,419430400,40.000,
PROCESS_1,COMPONENT_2,1483246804996498.97,Gx.1483246804996595,2017/01/01 00:00:04.996498,FAIR_USAGE_POLICY,B25,REGG_619,0018601035823631,REG,0739692970,REG_PLAN_1,EMAIL,0018601035823631@reg-example.com,93323264,8.900,
PROCESS_2,COMPONENT_3,1483246802517163.13,Gx.1483246802517176,2017/01/01 00:00:02.517163,FAIR_USAGE_POLICY,B25,REGG_275,0042506578179084,REG,0630889903,REG_PLAN_1,EMAIL,0042506578179084@reg-example.com,14680064,1.400,
PROCESS_1,COMPONENT_3,1483246803552942.06,Gx.1483246803552948,2017/01/01 00:00:03.552942,FAIR_USAGE_POLICY,B25,REGG_438,0096758316363114,REG,3219639060,REG_PLAN_1,SMS,3219639060,90177536,8.600,
PROCESS_2,COMPONENT_1,1483246804943754.08,Gx.1483246804943762,2017/01/01 00:00:04.943754,FAIR_USAGE_POLICY,B25,NONE,0223874220102541,BUS,3889236854,BUS_PLAN_1,SMS,3889236854,10485760,1.000,
PROCESS_1,COMPONENT_1,1483246811049685.59,Gx.1483246811049744,2017/01/01 00:00:11.049685,FAIR_USAGE_POLICY,B25,EMPG_639,0192035760815461,EMP,1505678132,BUS_PLAN_1,EMAIL,0192035760815461@emp-example.com,26214400,0.000,
PROCESS_1,COMPONENT_1,1483246800272891.28,Gx.1483246800272919,2017/01/01 00:00:00.272891,FAIR_USAGE_POLICY,B25,REGG_469,0095873864683083,REG,3858031722,REG_PLAN_1,EMAIL,0095873864683083@reg-example.com,44040192,4.200,
PROCESS_1,COMPONENT_3,1483246803240666.72,Gx.1483246803240738,2017/01/01 00:00:03.240666,FAIR_USAGE_POLICY,B25,VIPG_595,0014571722009026,VIP,4167287976,BUS_PLAN_1,EMAIL,0014571722009026@vip-example.com,68157440,0.000,
PROCESS_1,COMPONENT_1,1483246801265338.79,Gx.1483246801265417,2017/01/01 00:00:01.265338,FAIR_USAGE_POLICY,B25,REGG_292,0092730270434531,REG,1383466097,REG_PLAN_X,SMS,1383466097,1048576000,100.000,
PROCESS_2,COMPONENT_4,1483246805692647.72,Gx.1483246805692719,2017/01/01 00:00:05.692647,FAIR_USAGE_POLICY,B25,REGG_387,0160478811015103,REG,3674856798,REG_PLAN_1,EMAIL,0160478811015103@reg-example.com,93323264,8.900,
PROCESS_1,COMPONENT_4,1483246803248818.77,Gx.1483246803248895,2017/01/01 00:00:03.248818,FAIR_USAGE_POLICY,B25,REGG_562,0085071413477998,REG,0212268094,REG_PLAN_1,EMAIL,0085071413477998@reg-example.com,49283072,4.700,
PROCESS_1,COMPONENT_1,1483246801732476.97,Gx.1483246801732573,2017/01/01 00:00:01.732476,FAIR_USAGE_POLICY,B25,REGG_164,0113620965862666,REG,0311828446,REG_PLAN_1,EMAIL,0113620965862666@reg-example.com,38797312,3.700,
PROCESS_2,COMPONENT_2,1483246809038423.83,Gx.1483246809038506,2017/01/01 00:00:09.038423,FAIR_USAGE_POLICY,B25,REGG_116,0182132626914961,REG,0061077775,REG_PLAN_1,EMAIL,0182132626914961@reg-example.com,33554432,3.200,
PROCESS_1,COMPONENT_1,1483246801286761.15,Gx.1483246801286776,2017/01/01 00:00:01.286761,FAIR_USAGE_POLICY,B25,BUSG_182,0105064420402730,BUS,0172816463,BUS_PLAN_1,EMAIL,0105064420402730@bus-example.com,78643200,7.500,
PROCESS_1,COMPONENT_1,1483246809331719.45,Gx.1483246809331764,2017/01/01 00:00:09.331719,FAIR_USAGE_POLICY,B25,BUSG_368,0020276465195810,BUS,3386220889,BUS_PLAN_1,EMAIL,0020276465195810@bus-example.com,15728640,1.500,
PROCESS_2,COMPONENT_1,1483246808511619.63,Gx.1483246808511682,2017/01/01 00:00:08.511619,FAIR_USAGE_POLICY,B25,EMPG_733,0256937429666423,EMP,3161525865,BUS_PLAN_1,EMAIL,0256937429666423@emp-example.com,1048576,0.000,
PROCESS_1,COMPONENT_2,1483246805363052.70,Gx.1483246805363122,2017/01/01 00:00:05.363052,FAIR_USAGE_POLICY,B25,REGG_317,0186553883295186,REG,2374247038,REG_PLAN_2,EMAIL,0186553883295186@reg-example.com,521142272,49.700,
PROCESS_1,COMPONENT_5,1483246808086691.40,Gx.1483246808086731,2017/01/01 00:00:08.086691,FAIR_USAGE_POLICY,B25,NONE,0182279013867343,BUS,2668390656,BUS_PLAN_1,EMAIL,0182279013867343@bus-example.com,19922944,1.900,
PROCESS_1,COMPONENT_3,1483246812507308.95,Gx.1483246812507403,2017/01/01 00:00:12.507308,FAIR_USAGE_POLICY,B25,REGG_650,0024476738961235,REG,3429813605,REG_PLAN_2,EMAIL,0024476738961235@reg-example.com,448790528,42.800,
PROCESS_2,COMPONENT_3,1483246805351328.14,Gx.1483246805351342,2017/01/01 00:00:05.351328,FAIR_USAGE_POLICY,B25,BUSG_532,0153705357378620,BUS,2196806445,BUS_PLAN_1,EMAIL,0153705357378620@bus-example.com,80740352,7.700,
PROCESS_2,COMPONENT_2,1483246811865553.60,Gx.1483246811865613,2017/01/01 00:00:11.865553,FAIR_USAGE_POLICY,B25,VIPG_366,0146746870781396,VIP,2766332305,BUS_PLAN_2,SMS,2766332305,159383552,0.000,
PROCESS_1,COMPONENT_2,1483246805277641.07,Gx.1483246805277648,2017/01/01 00:00:05.277641,FAIR_USAGE_POLICY,B25,REGG_302,0155508158377232,REG,0630755672,REG_PLAN_2,EMAIL,0155508158377232@reg-example.com,76546048,7.300,
PROCESS_1,COMPONENT_3,1483246805684612.86,Gx.1483246805684698,2017/01/01 00:00:05.684612,FAIR_USAGE_POLICY,B25,BUSG_571,0187425264527113,BUS,1482515910,BUS_PLAN_1,SMS,1482515910,90177536,8.600,
PROCESS_1,COMPONENT_1,1483246804725397.47,Gx.1483246804725444,2017/01/01 00:00:04.725397,FAIR_USAGE_POLICY,B25,REGG_136,0122221529209836,REG,3099930926,REG_PLAN_2,EMAIL,0122221529209836@reg-example.com,412090368,39.300,
PROCESS_1,COMPONENT_3,1483246803470287.89,Gx.1483246803470376,2017/01/01 00:00:03.470287,FAIR_USAGE_POLICY,B25,REGG_193,0187339305363570,REG,2201992440,REG_PLAN_2,EMAIL,0187339305363570@reg-example.com,93323264,8.900,
PROCESS_2,COMPONENT_1,1483246802704805.52,Gx.1483246802704857,2017/01/01 00:00:02.704805,FAIR_USAGE_POLICY,B25,BUSG_239,0267295025003346,BUS,2629630155,BUS_PLAN_1,SMS,2629630155,48234496,4.600,
PROCESS_1,COMPONENT_1,1483246800098236.69,Gx.1483246800098305,2017/01/01 00:00:00.098236,FAIR_USAGE_POLICY,B25,REGG_252,0271883124573541,REG,4214762001,REG_PLAN_X,EMAIL,0271883124573541@reg-example.com,157286400,15.000,
PROCESS_2,COMPONENT_1,1483246800602903.45,Gx.1483246800602948,2017/01/01 00:00:00.602903,FAIR_USAGE_POLICY,B25,VIPG_366,0087024443680746,VIP,1024558341,BUS_PLAN_2,SMS,1024558341,499122176,0.000,
PROCESS_1,COMPONENT_1,1483246805499493.91,Gx.1483246805499584,2017/01/01 00:00:05.499493,FAIR_USAGE_POLICY,B25,REGG_120,0158063843651721,REG,1050807346,REG_PLAN_1,SMS,1050807346,77594624,7.400,
PROCESS_1,COMPONENT_2,1483246809217213.60,Gx.1483246809217273,2017/01/01 00:00:09.217213,FAIR_USAGE_POLICY,B25,BUSG_372,0175667026092089,BUS,2074933301,BUS_PLAN_2,EMAIL,0175667026092089@bus-example.com,76546048,7.300,
PROCESS_1,COMPONENT_1,1483246811210755.72,Gx.1483246811210827,2017/01/01 00:00:11.210755,FAIR_USAGE_POLICY,B25,NONE,0102836062667402,BUS,3267231921,BUS_PLAN_2,EMAIL,0102836062667402@bus-example.com,276824064,26.400,
PROCESS_1,COMPONENT_4,1483246800719008.35,Gx.1483246800719043,2017/01/01 00:00:00.719008,FAIR_USAGE_POLICY,B25,REGG_991,0053090210086876,REG,3893005509,REG_PLAN_2,EMAIL,0053090210086876@reg-example.com,373293056,35.600,
PROCESS_2,COMPONENT_1,1483246802622915.29,Gx.1483246802622944,2017/01/01 00:00:02.622915,FAIR_USAGE_POLICY,B25,REGG_597,0089843604650819,REG,0054631866,REG_PLAN_1,EMAIL,0089843604650819@reg-example.com,25165824,2.400,
PROCESS_1,COMPONENT_4,1483246809792599.27,Gx.1483246809792626,2017/01/01 00:00:09.792599,FAIR_USAGE_POLICY,B25,REGG_320,0100468914251889,REG,2176542832,REG_PLAN_2,EMAIL,0100468914251889@reg-example.com,413138944,39.400,
PROCESS_2,COMPONENT_4,1483246803298944.36,Gx.1483246803298980,2017/01/01 00:00:03.298944,FAIR_USAGE_POLICY,B25,REGG_373,0072871292819956,REG,1893137835,REG_PLAN_2,EMAIL,0072871292819956@reg-example.com,384827392,36.700,
PROCESS_2,COMPONENT_2,1483246805311133.37,Gx.1483246805311170,2017/01/01 00:00:05.311133,FAIR_USAGE_POLICY,B25,NONE,0090532417413596,REG,2250539681,REG_PLAN_1,EMAIL,0090532417413596@reg-example.com,49283072,4.700,
PROCESS_2,COMPONENT_1,1483246805638109.53,Gx.1483246805638162,2017/01/01 00:00:05.638109,FAIR_USAGE_POLICY,B25,REGG_641,0216118934355803,REG,0787448553,REG_PLAN_1,EMAIL,0216118934355803@reg-example.com,10485760,1.000,
PROCESS_2,COMPONENT_3,1483246811343375.04,Gx.1483246811343379,2017/01/01 00:00:11.343375,FAIR_USAGE_POLICY,B25,VIPG_650,0254407360393696,VIP,4098590437,BUS_PLAN_1,EMAIL,0254407360393696@vip-example.com,89128960,0.000,
PROCESS_2,COMPONENT_1,1483246807862481.25,Gx.1483246807862506,2017/01/01 00:00:07.862481,FAIR_USAGE_POLICY,B25,VIPG_379,0134044910368636,VIP,4198344568,BUS_PLAN_1,EMAIL,0134044910368636@vip-example.com,101711872,0.000,
PROCESS_1,COMPONENT_2,1483246806115579.96,Gx.1483246806115675,2017/01/01 00:00:06.115579,FAIR_USAGE_POLICY,B25,EMPG_734,0196374736375402,EMP,1361792699,BUS_PLAN_1,EMAIL,0196374736375402@emp-example.com,84934656,0.000,
PROCESS_1,COMPONENT_1,1483246801637605.79,Gx.1483246801637684,2017/01/01 00:00:01.637605,FAIR_USAGE_POLICY,B25,REGG_405,0020338059454046,REG,2406759185,REG_PLAN_2,SMS,2406759185,492830720,47.000,
PROCESS_1,COMPONENT_2,1483246810472622.91,Gx.1483246810472713,2017/01/01 00:00:10.472622,FAIR_USAGE_POLICY,B25,BUSG_375,0102139090576019,BUS,1285257783,BUS_PLAN_1,SMS,1285257783,18874368,1.800,
PROCESS_1,COMPONENT_1,1483246810836551.76,Gx.1483246810836627,2017/01/01 00:00:10.836551,FAIR_USAGE_POLICY,B25,REGG_621,0080894696234334,REG,1645481517,REG_PLAN_1,EMAIL,0080894696234334@reg-example.com,20971520,2.000,
PROCESS_2,COMPONENT_4,1483246806487174.52,Gx.1483246806487226,2017/01/01 00:00:06.487174,FAIR_USAGE_POLICY,B25,REGG_589,0140169369369038,REG,1457063414,REG_PLAN_1,EMAIL,0140169369369038@reg-example.com,16777216,1.600,
PROCESS_2,COMPONENT_4,1483246812812913.33,Gx.1483246812812946,2017/01/01 00:00:12.812913,FAIR_USAGE_POLICY,B25,REGG_592,0263878208773208,REG,3231625368,REG_PLAN_2,EMAIL,0263878208773208@reg-example.com,32505856,3.100,
PROCESS_2,COMPONENT_3,1483246801696872.78,Gx.1483246801696950,2017/01/01 00:00:01.696872,FAIR_USAGE_POLICY,B25,BUSG_493,0053144439186211,BUS,3683248689,BUS_PLAN_1,EMAIL,0053144439186211@bus-example.com,33554432,3.200,
PROCESS_1,COMPONENT_1,1483246800573762.13,Gx.1483246800573775,2017/01/01 00:00:00.573762,FAIR_USAGE_POLICY,B25,REGG_151,0198683287212507,REG,0088125435,REG_PLAN_1,EMAIL,0198683287212507@reg-example.com,5242880,0.500,
PROCESS_2,COMPONENT_3,1483246804530361.84,Gx.1483246804530445,2017/01/01 00:00:04.530361,FAIR_USAGE_POLICY,B25,REGG_256,0076744873182677,REG,4286411947,REG_PLAN_2,EMAIL,0076744873182677@reg-example.com,289406976,27.600,
PROCESS_1,COMPONENT_2,1483246813850301.40,Gx.1483246813850341,2017/01/01 00:00:13.850301,FAIR_USAGE_POLICY,B25,BUSG_600,0272384153754010,BUS,4210243788,BUS_PLAN_X,SMS,4210243788,894435328,85.300,
PROCESS_1,COMPONENT_4,1483246807669049.42,Gx.1483246807669091,2017/01/01 00:00:07.669049,FAIR_USAGE_POLICY,B25,VIPG_532,0224904410699682,VIP,1897510611,BUS_PLAN_1,EMAIL,0224904410699682@vip-example.com,2097152,0.000,
PROCESS_1,COMPONENT_4,1483246808212501.15,Gx.1483246808212516,2017/01/01 00:00:08.212501,FAIR_USAGE_POLICY,B25,EMPG_347,0093654470275918,EMP,2997125241,BUS_PLAN_1,SMS,2997125241,68157440,0.000,
